"DATE"|"CODE"|"STATION"|"SHORT_WAVE_FROM_SKY (W/m2 min)"|"SHORT_WAVE_REFLECTED(W/m2 min)"|"SHORT_WAVE_GLOBAL (W/m2 min)"|"IR_FROM_SKY_AVG (W/m2 min)"|"IR_FROM_EARTH_AVG (W/m2 min)"|"NET_RADIATION_AVG (W/m2 min)"
"2023:12:24 06:30"|"6434"|"MELLE"|0|0||362.4|362.8|-0.7
"2023:12:24 06:40"|"6434"|"MELLE"|0|0||361.7|362.8|-1.2
"2023:12:24 06:50"|"6434"|"MELLE"|0|0||362.8|363|-0.4
"2023:12:24 07:00"|"6434"|"MELLE"|0|0||363.7|363.5|0.2
"2023:12:24 07:10"|"6434"|"MELLE"|0|0||364|363.6|0.4
"2023:12:24 07:20"|"6434"|"MELLE"|0|0||364.7|363.7|0.9
"2023:12:24 07:30"|"6434"|"MELLE"|0|0||365.8|363.8|2.1
"2023:12:24 07:40"|"6434"|"MELLE"|0|0||366.1|363.8|2.7
"2023:12:24 07:50"|"6434"|"MELLE"|0|0||366.4|364|3.2
"2023:12:24 08:00"|"6434"|"MELLE"|0.2|0||366.7|364.3|4
"2023:12:24 08:10"|"6434"|"MELLE"|0.9|0||367.5|364.7|5
"2023:12:24 08:20"|"6434"|"MELLE"|3|0||367.8|365.2|6.5
"2023:12:24 08:30"|"6434"|"MELLE"|4.4|0||368.4|365.6|7.9
"2023:12:24 08:40"|"6434"|"MELLE"|5.8|0||369|366.1|9.1
"2023:12:24 08:50"|"6434"|"MELLE"|9.9|0.3||369.3|366.5|12.3
"2023:12:24 09:00"|"6434"|"MELLE"|15|1.2||369.9|367.1|16.6
"2023:12:24 09:10"|"6434"|"MELLE"|18|1.7||370.5|367.6|19.2
"2023:12:24 09:20"|"6434"|"MELLE"|18.7|1.8||370.5|367.6|19.8
"2023:12:24 09:30"|"6434"|"MELLE"|13.6|0.4||370.4|367.2|16.5
"2023:12:24 09:40"|"6434"|"MELLE"|11.3|0||370.5|366.8|15.8
"2023:12:24 09:50"|"6434"|"MELLE"|12|0||371|367|16.7
"2023:12:24 10:00"|"6434"|"MELLE"|13|0||370.9|367.4|17.3
"2023:12:24 10:10"|"6434"|"MELLE"|12.6|0||370.5|367.9|16.1
"2023:12:24 10:20"|"6434"|"MELLE"|19.7|0.6||370.6|368.6|21.1
"2023:12:24 10:30"|"6434"|"MELLE"|20.8|0.4||371|369.1|22.2
"2023:12:24 10:40"|"6434"|"MELLE"|23.5|2.8||370.5|369.6|21.6
"2023:12:24 10:50"|"6434"|"MELLE"|21.9|1.9||370.6|369.1|21.5
"2023:12:24 11:00"|"6434"|"MELLE"|22.7|1.5||370.7|369.1|22.8
"2023:12:24 11:10"|"6434"|"MELLE"|24.9|1.9||371.5|369.8|24.7
"2023:12:24 11:20"|"6434"|"MELLE"|22.4|1.4||372|370.1|22.9
"2023:12:24 11:30"|"6434"|"MELLE"|22.2|1.6||372.3|370.6|22.3
"2023:12:24 11:40"|"6434"|"MELLE"|26.6|2.1||372.5|371|26
"2023:12:24 11:50"|"6434"|"MELLE"|24.8|1.4||372.3|371.5|24.2
"2023:12:24 12:00"|"6434"|"MELLE"|23.8|1||370.6|371.3|22
"2023:12:24 12:10"|"6434"|"MELLE"|28.8|2||370|371.3|25.4
"2023:12:24 12:20"|"6434"|"MELLE"|43.1|4.9||369.3|371.8|35.7
"2023:12:24 12:30"|"6434"|"MELLE"|57.5|8||367.7|372.3|44.9
"2023:12:24 12:40"|"6434"|"MELLE"|53.6|7||366.3|372.6|40.3
"2023:12:24 12:50"|"6434"|"MELLE"|57.2|8.5||367|372.7|43.1
"2023:12:24 13:00"|"6434"|"MELLE"|65.2|11.3||366.5|373|47.5
"2023:12:24 13:10"|"6434"|"MELLE"|41.9|6.4||367|372.3|30.2
"2023:12:24 13:20"|"6434"|"MELLE"|33.4|4.5||366.9|371.9|23.9
"2023:12:24 13:30"|"6434"|"MELLE"|28.7|3.4||366.7|371.6|20.4
"2023:12:24 13:40"|"6434"|"MELLE"|17.8|1.1||366.6|371.2|12.1
"2023:12:24 13:50"|"6434"|"MELLE"|19.1|1.3||366.2|371|13
"2023:12:24 14:00"|"6434"|"MELLE"|31.6|4.3||366.3|371.5|22.1
"2023:12:24 14:10"|"6434"|"MELLE"|32.7|4.7||366.1|371.5|22.6
"2023:12:24 14:20"|"6434"|"MELLE"|23.6|2.8||366.1|371.4|15.5
"2023:12:24 14:30"|"6434"|"MELLE"|13.3|0.5||365.9|370.8|7.9
"2023:12:24 14:40"|"6434"|"MELLE"|8.8|0||365.7|370.6|4.5
"2023:12:24 14:50"|"6434"|"MELLE"|5.4|0||365.5|370.3|2
"2023:12:24 15:00"|"6434"|"MELLE"|3.9|0||365.4|370.2|0.7
"2023:12:24 15:10"|"6434"|"MELLE"|2.2|0||365.6|370.2|-0.6
"2023:12:24 15:20"|"6434"|"MELLE"|0.3|0||365.9|370.2|-2.1
"2023:12:24 15:30"|"6434"|"MELLE"|0|0||366.1|370.5|-3.2
"2023:12:24 15:40"|"6434"|"MELLE"|0|0||365.3|370.2|-4.9
"2023:12:24 15:50"|"6434"|"MELLE"|0|0||365.6|369.9|-4.6
"2023:12:24 16:00"|"6434"|"MELLE"|0|0||365.6|369.1|-3.2
"2023:12:24 16:10"|"6434"|"MELLE"|0|0||365.4|368.7|-1.8
"2023:12:24 16:20"|"6434"|"MELLE"|0|0||365.6|368.8|-2.7
"2023:12:24 16:30"|"6434"|"MELLE"|0|0||365.2|368.7|-3
"2023:12:24 16:40"|"6434"|"MELLE"|0|0||364.5|368.2|-2.6
"2023:12:24 16:50"|"6434"|"MELLE"|0|0||364.7|368.3|-3.4
"2023:12:24 17:00"|"6434"|"MELLE"|0|0||364.1|367.7|-3.4
"2023:12:24 17:10"|"6434"|"MELLE"|0|0||363.3|367.2|-2.9
"2023:12:24 17:20"|"6434"|"MELLE"|0|0||363.9|367.7|-3.4
"2023:12:24 17:30"|"6434"|"MELLE"|0|0||363.3|367.2|-3.2
"2023:12:24 17:40"|"6434"|"MELLE"|0|0||362.7|366.9|-2.7
"2023:12:24 17:50"|"6434"|"MELLE"|0|0||362.9|367.2|-2.5
"2023:12:24 18:00"|"6434"|"MELLE"|0|0||363.8|368.1|-4.4
"2023:12:24 18:10"|"6434"|"MELLE"|0|0||363|367.2|-4.7
"2023:12:24 18:20"|"6434"|"MELLE"|0|0||362.7|367.1|-5
"2023:12:24 18:30"|"6434"|"MELLE"|0|0||363.2|367.5|-5.4
"2023:12:24 18:40"|"6434"|"MELLE"|0|0||363.5|367.7|-5.3
"2023:12:24 18:50"|"6434"|"MELLE"|0|0||363.5|367.8|-4.7
"2023:12:24 19:00"|"6434"|"MELLE"|0|0||363.7|368|-4.5
"2023:12:24 19:10"|"6434"|"MELLE"|0|0||363.9|368.1|-4.4
"2023:12:24 19:20"|"6434"|"MELLE"|0|0||364.2|368.2|-4.8
"2023:12:24 19:30"|"6434"|"MELLE"|0|0||364.5|368.2|-4.7
"2023:12:24 19:40"|"6434"|"MELLE"|0|0||365|368.5|-4.7
"2023:12:24 19:50"|"6434"|"MELLE"|0|0||365|368.3|-4.6
"2023:12:24 20:00"|"6434"|"MELLE"|0|0||364.9|368.2|-4.3
"2023:12:24 20:10"|"6434"|"MELLE"|0|0||364.6|368.1|-4.9
"2023:12:24 20:20"|"6434"|"MELLE"|0|0||364.3|367.9|-5.3
"2023:12:24 20:30"|"6434"|"MELLE"|0|0||364.4|368.1|-5.3
"2023:12:24 20:40"|"6434"|"MELLE"|0|0||365|368.4|-5
"2023:12:24 20:50"|"6434"|"MELLE"|0|0||365.4|368.3|-3.7
"2023:12:24 21:00"|"6434"|"MELLE"|0|0||366.3|367.7|-1.7
"2023:12:24 21:10"|"6434"|"MELLE"|0|0||366.7|367.7|-1
"2023:12:24 21:20"|"6434"|"MELLE"|0|0||367|367.5|-0.6
"2023:12:24 21:30"|"6434"|"MELLE"|0|0||367.2|367.5|-0.3
"2023:12:24 21:40"|"6434"|"MELLE"|0|0||366.7|367.3|-0.6
"2023:12:24 21:50"|"6434"|"MELLE"|0|0||366.7|367.3|-0.6
"2023:12:24 22:00"|"6434"|"MELLE"|0|0||366.7|367.2|-0.6
"2023:12:24 22:10"|"6434"|"MELLE"|0|0||367.2|367|0.1
"2023:12:24 22:20"|"6434"|"MELLE"|0|0||367.8|367|0.8
"2023:12:24 22:30"|"6434"|"MELLE"|0|0||369.1|366.8|2.2
"2023:12:24 22:40"|"6434"|"MELLE"|0|0||369.3|366.8|2.5
"2023:12:24 22:50"|"6434"|"MELLE"|0|0||369.3|366.9|2.4
"2023:12:24 23:00"|"6434"|"MELLE"|0|0||369.6|367|2.7
"2023:12:24 23:10"|"6434"|"MELLE"|0|0||369.3|366.9|2.5
"2023:12:24 23:20"|"6434"|"MELLE"|0|0||366.6|366.9|-0.1
"2023:12:24 23:30"|"6434"|"MELLE"|0|0||365.1|366.7|-1.4
"2023:12:24 23:40"|"6434"|"MELLE"|0|0||365.3|366.8|-1.3
"2023:12:24 23:50"|"6434"|"MELLE"|0|0||363|366.7|-3.5
"2023:12:25 00:00"|"6434"|"MELLE"|0|0||356.4|366.4|-10
"2023:12:25 00:10"|"6434"|"MELLE"|0|0||356.6|366.4|-9.7
"2023:12:25 00:20"|"6434"|"MELLE"|0|0||362.5|366.6|-3.9
"2023:12:25 00:30"|"6434"|"MELLE"|0|0||365.4|367|-1.3
"2023:12:25 00:40"|"6434"|"MELLE"|0|0||365.9|367.2|-1.1
"2023:12:25 00:50"|"6434"|"MELLE"|0|0||365.8|367.5|-1.4
"2023:12:25 01:00"|"6434"|"MELLE"|0|0||365.8|367.5|-1.4
"2023:12:25 01:10"|"6434"|"MELLE"|0|0||365.4|367.5|-1.7
"2023:12:25 01:20"|"6434"|"MELLE"|0|0||364.9|367.6|-2.2
"2023:12:25 01:30"|"6434"|"MELLE"|0|0||364.1|367.4|-2.7
"2023:12:25 01:40"|"6434"|"MELLE"|0|0||364.7|367.7|-2.6
"2023:12:25 01:50"|"6434"|"MELLE"|0|0||364|367.5|-3.1
"2023:12:25 02:00"|"6434"|"MELLE"|0|0||363.8|367.3|-3
"2023:12:25 02:10"|"6434"|"MELLE"|0|0||364.2|367.5|-2.9
"2023:12:25 02:20"|"6434"|"MELLE"|0|0||365|367.5|-2.1
"2023:12:25 02:30"|"6434"|"MELLE"|0|0||365|367.2|-2
"2023:12:25 02:40"|"6434"|"MELLE"|0|0||364.8|367.2|-2.2
"2023:12:25 02:50"|"6434"|"MELLE"|0|0||365.2|367.3|-1.8
"2023:12:25 03:00"|"6434"|"MELLE"|0|0||365.4|367|-1.1
"2023:12:25 03:10"|"6434"|"MELLE"|0|0||365.8|367.1|-0.9
"2023:12:25 03:20"|"6434"|"MELLE"|0|0||366.6|367.1|-0.1
"2023:12:25 03:30"|"6434"|"MELLE"|0|0||367.2|367.2|0.3
"2023:12:25 03:40"|"6434"|"MELLE"|0|0||367.2|367.1|0.3
"2023:12:25 03:50"|"6434"|"MELLE"|0|0||367.2|367.1|0.1
"2023:12:25 04:00"|"6434"|"MELLE"|0|0||367.7|367.2|0.6
"2023:12:25 04:10"|"6434"|"MELLE"|0|0||368.5|367.2|1.3
"2023:12:25 04:20"|"6434"|"MELLE"|0|0||369.8|367.3|2.5
"2023:12:25 04:30"|"6434"|"MELLE"|0|0||368.5|367.2|1.1
"2023:12:25 04:40"|"6434"|"MELLE"|0|0||368.5|367.2|1.1
"2023:12:25 04:50"|"6434"|"MELLE"|0|0||369.9|367.2|2.3
"2023:12:25 05:00"|"6434"|"MELLE"|0|0||370.1|367.3|2.6
"2023:12:25 05:10"|"6434"|"MELLE"|0|0||369.9|367.4|2.5
"2023:12:25 05:20"|"6434"|"MELLE"|0|0||369.7|367.5|2.2
"2023:12:25 05:30"|"6434"|"MELLE"|0|0||368.5|367.7|0.8
"2023:12:25 05:40"|"6434"|"MELLE"|0|0||369.4|367.8|1.5
"2023:12:25 05:50"|"6434"|"MELLE"|0|0||370.7|367.8|2.9
"2023:12:25 06:00"|"6434"|"MELLE"|0|0||370.1|367.7|2.3
"2023:12:25 06:10"|"6434"|"MELLE"|0|0||370.4|367.8|2.5
"2023:12:25 06:20"|"6434"|"MELLE"|0|0||369.9|367.8|1.9
"2023:12:25 06:30"|"6434"|"MELLE"|0|0||370.4|367.9|2.6
"2023:12:25 06:40"|"6434"|"MELLE"|0|0||369.6|367.8|1.8
"2023:12:25 06:50"|"6434"|"MELLE"|0|0||369.7|367.9|1.7
"2023:12:25 07:00"|"6434"|"MELLE"|0|0||369.7|367.7|1.8
"2023:12:25 07:10"|"6434"|"MELLE"|0|0||370.4|367.7|2.6
"2023:12:25 07:20"|"6434"|"MELLE"|0|0||370.4|367.6|2.7
"2023:12:25 07:30"|"6434"|"MELLE"|0|0||370.5|367.6|2.8
"2023:12:25 07:40"|"6434"|"MELLE"|0|0||370.3|367.7|2.8
"2023:12:25 07:50"|"6434"|"MELLE"|0|0||370.6|367.7|3.4
"2023:12:25 08:00"|"6434"|"MELLE"|0|0||370.5|367.7|4.4
"2023:12:25 08:10"|"6434"|"MELLE"|1.8|0||370.5|367.6|5.9
"2023:12:25 08:20"|"6434"|"MELLE"|5.6|0||370.5|367.8|8.7
"2023:12:25 08:30"|"6434"|"MELLE"|12.3|1.2||367.1|367.9|10.3
"2023:12:25 08:40"|"6434"|"MELLE"|16.8|1.5||364.5|367.9|11.9
"2023:12:25 08:50"|"6434"|"MELLE"|25.6|2.5||361.8|367.8|17.1
"2023:12:25 09:00"|"6434"|"MELLE"|25.9|2.1||364.9|368.2|20.6
"2023:12:25 09:10"|"6434"|"MELLE"|24.3|1.4||365|368|20
"2023:12:25 09:20"|"6434"|"MELLE"|21.1|0.3||365.7|368.3|18.1
"2023:12:25 09:30"|"6434"|"MELLE"|27.3|1.4||365.4|368.7|22.6
"2023:12:25 09:40"|"6434"|"MELLE"|21.6|0||364.8|368.1|18.2
"2023:12:25 09:50"|"6434"|"MELLE"|19.1|0||364.7|368.6|16
"2023:12:25 10:00"|"6434"|"MELLE"|18|0||364.9|368.8|15.3
"2023:12:25 10:10"|"6434"|"MELLE"|16.8|0||364.9|369.1|14.4
"2023:12:25 10:20"|"6434"|"MELLE"|21.7|0||365|369.4|18.5
"2023:12:25 10:30"|"6434"|"MELLE"|28.6|0.3||365|369.9|23.4
"2023:12:25 10:40"|"6434"|"MELLE"|27.2|0.1||365.1|370|22.2
"2023:12:25 10:50"|"6434"|"MELLE"|37.4|2.7||365.9|371|29.6
"2023:12:25 11:00"|"6434"|"MELLE"|24.8|0.6||365.6|370.3|19.5
"2023:12:25 11:10"|"6434"|"MELLE"|31.5|1.5||365.4|370.2|25.2
"2023:12:25 11:20"|"6434"|"MELLE"|31.2|1.4||365.3|370.5|24.6
"2023:12:25 11:30"|"6434"|"MELLE"|35.6|2.3||365.5|370.5|28.3
"2023:12:25 11:40"|"6434"|"MELLE"|33.6|2||366|370.8|26.8
"2023:12:25 11:50"|"6434"|"MELLE"|41.3|3.8||366.3|371.2|32.5
"2023:12:25 12:00"|"6434"|"MELLE"|43.1|4.7||367|372|33.4
"2023:12:25 12:10"|"6434"|"MELLE"|37.1|4.2||367.6|372.2|28.3
"2023:12:25 12:20"|"6434"|"MELLE"|29.8|3.5||368.4|371.7|22.9
"2023:12:25 12:30"|"6434"|"MELLE"|28.8|3.6||369.5|371.3|23.5
"2023:12:25 12:40"|"6434"|"MELLE"|32.5|4.5||370|371.1|26.9
"2023:12:25 12:50"|"6434"|"MELLE"|37.6|5.5||370.2|371.5|30.9
"2023:12:25 13:00"|"6434"|"MELLE"|33.7|4.6||369.9|371.6|27.5
"2023:12:25 13:10"|"6434"|"MELLE"|32.2|4.3||369.5|371.5|26
"2023:12:25 13:20"|"6434"|"MELLE"|28.3|3.5||370|371.3|23.5
"2023:12:25 13:30"|"6434"|"MELLE"|23.4|2.8||370.7|371|20.4
"2023:12:25 13:40"|"6434"|"MELLE"|18.3|1.7||370.2|370.5|16.2
"2023:12:25 13:50"|"6434"|"MELLE"|22|2.2||369.1|370.4|18.6
"2023:12:25 14:00"|"6434"|"MELLE"|24.3|1.5||368.4|370.3|21
"2023:12:25 14:10"|"6434"|"MELLE"|20.5|1.4||368.3|370.5|17
"2023:12:25 14:20"|"6434"|"MELLE"|16.3|0.9||369|370.5|13.9
"2023:12:25 14:30"|"6434"|"MELLE"|16.9|1.5||370.2|370.4|15.3
"2023:12:25 14:40"|"6434"|"MELLE"|21.1|2.5||370.8|370.3|19.1
"2023:12:25 14:50"|"6434"|"MELLE"|14.1|1||370.8|370|13.8
"2023:12:25 15:00"|"6434"|"MELLE"|11.5|0.6||370.6|369.8|11.7
"2023:12:25 15:10"|"6434"|"MELLE"|8.5|0||370.3|369.6|9.3
"2023:12:25 15:20"|"6434"|"MELLE"|6|0||369.7|369.1|7.5
"2023:12:25 15:30"|"6434"|"MELLE"|1.4|0||369.3|368.6|4.1
"2023:12:25 15:40"|"6434"|"MELLE"|0|0||369.5|368.1|3.2
"2023:12:25 15:50"|"6434"|"MELLE"|0|0||369.8|368.3|2.6
"2023:12:25 16:00"|"6434"|"MELLE"|0|0||369.9|368.1|2.8
"2023:12:25 16:10"|"6434"|"MELLE"|0|0||370.7|367.8|4.6
"2023:12:25 16:20"|"6434"|"MELLE"|0|0||371.1|367.8|5.4
"2023:12:25 16:30"|"6434"|"MELLE"|0|0||370.3|368|3.4
"2023:12:25 16:40"|"6434"|"MELLE"|0|0||368.5|368.4|0.6
"2023:12:25 16:50"|"6434"|"MELLE"|0|0||367.9|368.3|0.3
"2023:12:25 17:00"|"6434"|"MELLE"|0|0||367.3|368.2|-0.2
"2023:12:25 17:10"|"6434"|"MELLE"|0|0||366.6|368.1|-0.7
"2023:12:25 17:20"|"6434"|"MELLE"|0|0||365.7|368|-1.7
"2023:12:25 17:30"|"6434"|"MELLE"|0|0||366.5|368|-1.2
"2023:12:25 17:40"|"6434"|"MELLE"|0|0||367|367.9|-0.7
"2023:12:25 17:50"|"6434"|"MELLE"|0|0||367|367.8|-0.5
"2023:12:25 18:00"|"6434"|"MELLE"|0|0||366.8|367.5|-0.6
"2023:12:25 18:10"|"6434"|"MELLE"|0|0||366.9|367.4|-0.2
"2023:12:25 18:20"|"6434"|"MELLE"|0|0||366.7|367.3|-0.2
"2023:12:25 18:30"|"6434"|"MELLE"|0|0||366.7|367|0
"2023:12:25 18:40"|"6434"|"MELLE"|0|0||366.2|366.5|0.2
"2023:12:25 18:50"|"6434"|"MELLE"|0|0||365.7|366.3|0.5
"2023:12:25 19:00"|"6434"|"MELLE"|0|0||365.4|366.1|0.9
"2023:12:25 19:10"|"6434"|"MELLE"|0|0||364.7|365.9|0.5
"2023:12:25 19:20"|"6434"|"MELLE"|0|0||364.1|365.6|0.3
"2023:12:25 19:30"|"6434"|"MELLE"|0|0||363.9|365.6|0.2
"2023:12:25 19:40"|"6434"|"MELLE"|0|0||363.2|365.7|-0.6
"2023:12:25 19:50"|"6434"|"MELLE"|0|0||363|365.7|-0.6
"2023:12:25 20:00"|"6434"|"MELLE"|0|0||362.6|365.8|-1.5
"2023:12:25 20:10"|"6434"|"MELLE"|0|0||362.1|365.9|-2.3
"2023:12:25 20:20"|"6434"|"MELLE"|0|0||363.2|367.2|-3.6
"2023:12:25 20:30"|"6434"|"MELLE"|0|0||362.6|366.7|-3.7
"2023:12:25 20:40"|"6434"|"MELLE"|0|0||362.2|366.4|-3.6
"2023:12:25 20:50"|"6434"|"MELLE"|0|0||362.1|366.4|-3.6
"2023:12:25 21:00"|"6434"|"MELLE"|0|0||362|366.3|-3.9
"2023:12:25 21:10"|"6434"|"MELLE"|0|0||361.2|366|-4
"2023:12:25 21:20"|"6434"|"MELLE"|0|0||360.3|365.7|-4.4
"2023:12:25 21:30"|"6434"|"MELLE"|0|0||360|365.4|-4.3
"2023:12:25 21:40"|"6434"|"MELLE"|0|0||360.8|366.1|-4.7
"2023:12:25 21:50"|"6434"|"MELLE"|0|0||356.8|364.9|-7.8
"2023:12:25 22:00"|"6434"|"MELLE"|0|0||354.7|363.6|-7.6
"2023:12:25 22:10"|"6434"|"MELLE"|0|0||354.3|363.1|-7.6
"2023:12:25 22:20"|"6434"|"MELLE"|0|0||352.8|362.9|-9.4
"2023:12:25 22:30"|"6434"|"MELLE"|0|0||353|362.5|-9.5
"2023:12:25 22:40"|"6434"|"MELLE"|0|0||355.6|362.6|-7.2
"2023:12:25 22:50"|"6434"|"MELLE"|0|0||356.3|362.6|-6.6
"2023:12:25 23:00"|"6434"|"MELLE"|0|0||356.4|362.7|-6.5
"2023:12:25 23:10"|"6434"|"MELLE"|0|0||356.7|362.7|-6.1
"2023:12:25 23:20"|"6434"|"MELLE"|0|0||358.5|363.1|-5.5
"2023:12:25 23:30"|"6434"|"MELLE"|0|0||358|362.5|-4.8
"2023:12:25 23:40"|"6434"|"MELLE"|0|0||357.6|362.3|-4.5
"2023:12:25 23:50"|"6434"|"MELLE"|0|0||357.5|362.3|-4.5
"2023:12:26 00:00"|"6434"|"MELLE"|0|0||357.4|362.4|-4.8
"2023:12:26 00:10"|"6434"|"MELLE"|0|0||358.7|363|-4.9
"2023:12:26 00:20"|"6434"|"MELLE"|0|0||359.2|362.2|-3.4
"2023:12:26 00:30"|"6434"|"MELLE"|0|0||359.1|361.4|-2.2
"2023:12:26 00:40"|"6434"|"MELLE"|0|0||358.2|361.1|-2.7
"2023:12:26 00:50"|"6434"|"MELLE"|0|0||358.5|361|-2.5
"2023:12:26 01:00"|"6434"|"MELLE"|0|0||358.8|361|-2.2
"2023:12:26 01:10"|"6434"|"MELLE"|0|0||360|361|-1.2
"2023:12:26 01:20"|"6434"|"MELLE"|0|0||362|361|0.7
"2023:12:26 01:30"|"6434"|"MELLE"|0|0||361.9|360.9|0.9
"2023:12:26 01:40"|"6434"|"MELLE"|0|0||359.4|361|-1.8
"2023:12:26 01:50"|"6434"|"MELLE"|0|0||360.6|361.3|-0.9
"2023:12:26 02:00"|"6434"|"MELLE"|0|0||362.9|361.4|1.4
"2023:12:26 02:10"|"6434"|"MELLE"|0|0||362.8|361.5|0.9
"2023:12:26 02:20"|"6434"|"MELLE"|0|0||359|361.5|-2.6
"2023:12:26 02:30"|"6434"|"MELLE"|0|0||363.1|361.6|1.1
"2023:12:26 02:40"|"6434"|"MELLE"|0|0||362.6|361.8|0.7
"2023:12:26 02:50"|"6434"|"MELLE"|0|0||358.1|361.8|-3.5
"2023:12:26 03:00"|"6434"|"MELLE"|0|0||351.4|361.4|-9.2
"2023:12:26 03:10"|"6434"|"MELLE"|0|0||354.6|361.8|-6.3
"2023:12:26 03:20"|"6434"|"MELLE"|0|0||355.8|362|-5.4
"2023:12:26 03:30"|"6434"|"MELLE"|0|0||351.4|361.8|-9.5
"2023:12:26 03:40"|"6434"|"MELLE"|0|0||334.3|360.8|-25.8
"2023:12:26 03:50"|"6434"|"MELLE"|0|0||326.4|359.7|-33.3
"2023:12:26 04:00"|"6434"|"MELLE"|0|0||320.1|358.8|-39
"2023:12:26 04:10"|"6434"|"MELLE"|0|0||320.3|358.5|-38.3
"2023:12:26 04:20"|"6434"|"MELLE"|0|0||319|358.2|-39.3
"2023:12:26 04:30"|"6434"|"MELLE"|0|0||319.7|358.1|-38.7
"2023:12:26 04:40"|"6434"|"MELLE"|0|0||327.5|358.5|-31.3
"2023:12:26 04:50"|"6434"|"MELLE"|0|0||337.3|359.8|-22
"2023:12:26 05:00"|"6434"|"MELLE"|0|0||337.1|359.8|-21.8
"2023:12:26 05:10"|"6434"|"MELLE"|0|0||325.1|358.5|-32.9
"2023:12:26 05:20"|"6434"|"MELLE"|0|0||318.7|357.7|-38.8
"2023:12:26 05:30"|"6434"|"MELLE"|0|0||307.6|356.1|-49
"2023:12:26 05:40"|"6434"|"MELLE"|0|0||299.2|354.8|-56.5
"2023:12:26 05:50"|"6434"|"MELLE"|0|0||294.3|353.7|-60.5
"2023:12:26 06:00"|"6434"|"MELLE"|0|0||295.9|353.5|-58.2
"2023:12:26 06:10"|"6434"|"MELLE"|0|0||303.1|353.2|-50.8
"2023:12:26 06:20"|"6434"|"MELLE"|0|0||325|354.7|-29.6
"2023:12:26 06:30"|"6434"|"MELLE"|0|0||328.8|355.5|-26.3
"2023:12:26 06:40"|"6434"|"MELLE"|0|0||299.9|352.6|-53.5
"2023:12:26 06:50"|"6434"|"MELLE"|0|0||300.2|350.7|-50.7
"2023:12:26 07:00"|"6434"|"MELLE"|0|0||298.6|349.2|-51
"2023:12:26 07:10"|"6434"|"MELLE"|0|0||286.7|347.2|-62.2
"2023:12:26 07:20"|"6434"|"MELLE"|0|0||272.9|346|-75.8
"2023:12:26 07:30"|"6434"|"MELLE"|0|0||263.6|344.7|-84.4
"2023:12:26 07:40"|"6434"|"MELLE"|0|0||279|344.6|-67.5
"2023:12:26 07:50"|"6434"|"MELLE"|0|0||279.3|343.7|-65.2
"2023:12:26 08:00"|"6434"|"MELLE"|0|0||278.2|343.1|-63.4
"2023:12:26 08:10"|"6434"|"MELLE"|1.1|0||285.5|342.3|-53
"2023:12:26 08:20"|"6434"|"MELLE"|3.5|0||294.3|343.6|-43.1
"2023:12:26 08:30"|"6434"|"MELLE"|9.7|0||292.9|343.9|-39.8
"2023:12:26 08:40"|"6434"|"MELLE"|11.3|0||282.8|343.9|-48.6
"2023:12:26 08:50"|"6434"|"MELLE"|18.3|0.8||280.2|344|-46.3
"2023:12:26 09:00"|"6434"|"MELLE"|45.9|8||268.9|345.1|-38.2
"2023:12:26 09:10"|"6434"|"MELLE"|73.4|14.7||283.3|348.2|-6.2
"2023:12:26 09:20"|"6434"|"MELLE"|95.3|19||289.3|351.4|14.3
"2023:12:26 09:30"|"6434"|"MELLE"|116.4|26.5||288.9|353.2|25.7
"2023:12:26 09:40"|"6434"|"MELLE"|150.6|43.6||284|353.9|37.1
"2023:12:26 09:50"|"6434"|"MELLE"|61.4|11.4||272.9|349.9|-27
"2023:12:26 10:00"|"6434"|"MELLE"|53.8|9.3||263.8|347.8|-39.6
"2023:12:26 10:10"|"6434"|"MELLE"|56.5|10||259.3|346.8|-41
"2023:12:26 10:20"|"6434"|"MELLE"|67.5|13.4||257.2|346.5|-35.3
"2023:12:26 10:30"|"6434"|"MELLE"|78.5|17.4||254.7|346.5|-30.7
"2023:12:26 10:40"|"6434"|"MELLE"|91.3|21.5||253.4|346.4|-23.2
"2023:12:26 10:50"|"6434"|"MELLE"|210.3|60.7||254.7|350.9|53.5
"2023:12:26 11:00"|"6434"|"MELLE"|248|71.5||255.9|354.7|77.8
"2023:12:26 11:10"|"6434"|"MELLE"|252|71.8||256|354.9|81.3
"2023:12:26 11:20"|"6434"|"MELLE"|256|72.6||256.3|355.8|84
"2023:12:26 11:30"|"6434"|"MELLE"|263.3|74.7||257.1|356.2|89.6
"2023:12:26 11:40"|"6434"|"MELLE"|260.2|73.4||257.6|356.4|88
"2023:12:26 11:50"|"6434"|"MELLE"|219.2|59.6||257.9|355.3|62.3
"2023:12:26 12:00"|"6434"|"MELLE"|104.9|23.1||258.1|350.6|-10.7
"2023:12:26 12:10"|"6434"|"MELLE"|77|14.7||258.9|348.3|-27.1
"2023:12:26 12:20"|"6434"|"MELLE"|88.3|17.4||262.1|348.3|-15.3
"2023:12:26 12:30"|"6434"|"MELLE"|103.8|21.1||265.5|349.4|-1.2
"2023:12:26 12:40"|"6434"|"MELLE"|107.1|21.4||268.5|350.3|3.9
"2023:12:26 12:50"|"6434"|"MELLE"|103.7|21.4||269.9|350|2.2
"2023:12:26 13:00"|"6434"|"MELLE"|150.2|35.7||276.3|352.7|38
